"Anno","Provincia","Euro","AL","BE","BG","BM","EL","GA","GG","IB","IG","ME","ND","Totale"
"2023","BERGAMO","EURO 5","0","55.975","8.960","2.977","0","68.349","0","1.168","42","701","0","138.172"
"2023","BERGAMO","EURO 6","0","135.439","18.099","2.316","0","95.416","0","35.450","4.108","1.863","0","292.691"
"2023","BERGAMO","NC","0","0","0","0","4.840","0","0","0","0","0","0","4.840"
"2023","BERGAMO","ND","0","132","2","0","0","1","0","0","0","0","0","135"
"2023","Totale Provincia","","10","357.477","45.879","9.186","4.840","253.970","1","36.765","4.150","3.091","16","715.385"
"2023","BRESCIA","EURO 0","18","38.228","2.919","199","0","6.616","0","0","0","19","20","48.019"
"2023","BRESCIA","EURO 1","0","9.119","718","76","0","1.963","0","0","0","3","0","11.879"
"2023","BRESCIA","EURO 2","1","27.076","1.602","181","0","9.162","0","0","0","6","0","38.028"
"2023","BRESCIA","EURO 3","0","29.149","1.636","289","0","26.260","0","0","0","31","0","57.365"
"2023","BRESCIA","EURO 4","0","81.284","21.210","3.957","0","64.792","0","121","0","737","0","172.101"
"2023","BRESCIA","EURO 5","0","52.416","14.203","3.363","0","87.562","0","983","54","1.037","0","159.618"
"2023","BRESCIA","EURO 6","2","132.840","27.786","3.348","0","137.195","0","35.714","6.189","2.811","0","345.885"
"2023","BRESCIA","NC","0","0","0","0","6.483","0","0","0","0","0","0","6.483"
"2023","BRESCIA","ND","0","193","5","0","0","3","0","0","0","0","3","204"
"2023","Totale Provincia","","21","370.305","70.079","11.413","6.483","333.553","0","36.818","6.243","4.644","23","839.582"
"2023","PAVIA","EURO 0","9","20.037","1.213","209","0","3.168","0","0","0","9","10","24.655"
"2023","PAVIA","EURO 1","0","4.326","315","40","0","842","0","0","0","6","0","5.529"
"2023","PAVIA","EURO 2","0","13.107","669","104","0","3.895","0","0","0","3","0","17.778"
"2023","PAVIA","EURO 3","0","14.168","496","69","0","12.074","0","0","0","9","0","26.816"
"2023","PAVIA","EURO 4","3","38.645","6.434","1.247","0","24.366","1","35","0","109","0","70.840"
"2023","PAVIA","EURO 5","0","24.129","4.140","1.211","0","33.131","0","417","16","191","0","63.235"
"2023","PAVIA","EURO 6","0","64.154","10.493","931","0","53.450","0","19.334","1.673","676","0","150.711"
"2023","PAVIA","NC","0","0","0","0","1.489","0","0","0","0","0","0","1.489"
"2023","PAVIA","ND","0","191","9","0","0","4","0","0","0","0","1","205"
"2023","Totale Provincia","","12","178.757","23.769","3.811","1.489","130.930","1","19.786","1.689","1.003","11","361.258"
"2023","CREMONA","EURO 0","5","9.314","710","136","0","1.788","0","0","0","1","8","11.962"
"2023","CREMONA","EURO 1","0","2.174","179","37","0","511","0","0","0","0","0","2.901"
"2023","CREMONA","EURO 2","1","6.920","362","81","0","2.450","0","0","0","0","0","9.814"
"2023","CREMONA","EURO 3","0","7.627","282","71","0","8.597","0","0","1","9","0","16.587"
"2023","CREMONA","EURO 4","0","22.594","3.874","863","0","18.428","0","23","0","149","0","45.931"
"2023","CREMONA","EURO 5","0","15.357","2.840","864","0","24.908","0","316","14","209","0","44.508"
"2023","CREMONA","EURO 6","2","38.901","6.669","719","0","37.651","0","11.332","1.696","610","0","97.580"
"2023","CREMONA","NC","0","0","0","0","1.345","0","0","0","0","0","0","1.345"
"2023","CREMONA","ND","0","75","4","0","0","1","0","0","0","0","0","80"
"2023","Totale Provincia","","8","102.962","14.920","2.771","1.345","94.334","0","11.671","1.711","978","8","230.708"
"2023","MANTOVA","EURO 0","6","13.611","1.466","269","0","2.451","0","0","0","1","3","17.807"
"2023","MANTOVA","EURO 1","0","3.459","326","94","0","819","0","0","0","1","0","4.699"
"2023","MANTOVA","EURO 2","0","10.928","667","220","0","4.076","0","0","0","2","0","15.893"
"2023","MANTOVA","EURO 3","0","9.846","521","227","0","11.645","0","0","0","23","0","22.262"
"2023","MANTOVA","EURO 4","0","26.590","6.338","1.630","0","24.780","0","41","0","313","0","59.692"
"2023","MANTOVA","EURO 5","0","14.998","4.105","1.321","0","29.551","0","243","13","386","0","50.617"
"2023","MANTOVA","EURO 6","0","41.519","9.790","1.341","0","45.418","0","10.473","1.945","1.078","0","111.564"
"2023","MANTOVA","NC","0","0","0","0","1.325","0","0","0","0","0","0","1.325"
"2023","MANTOVA","ND","0","111","7","1","0","4","0","0","0","0","3","126"
"2023","Totale Provincia","","6","121.062","23.220","5.103","1.325","118.744","0","10.757","1.958","1.804","6","283.985"
"2023","LECCO","EURO 0","2","10.582","316","14","0","1.882","0","0","0","2","3","12.801"
"2023","LECCO","EURO 1","0","1.856","85","0","0","309","0","0","0","0","0","2.250"
"2023","LECCO","EURO 2","0","6.060","176","6","0","1.549","0","0","0","0","0","7.791"
"2023","LECCO","EURO 3","0","8.377","156","12","0","5.314","0","0","0","0","0","13.859"
"2023","LECCO","EURO 4","0","28.270","2.550","264","0","14.167","0","47","0","20","0","45.318"
"2023","LECCO","EURO 5","0","20.192","1.550","260","0","20.189","0","360","19","61","0","42.631"
"2023","LECCO","EURO 6","1","49.825","3.361","236","0","29.479","0","13.059","1.195","222","0","97.378"
"2023","LECCO","NC","0","0","0","0","1.538","0","0","0","0","0","0","1.538"
"2023","LECCO","ND","0","69","0","0","0","2","0","1","0","0","0","72"
"2023","Totale Provincia","","3","125.231","8.194","792","1.538","72.891","0","13.467","1.214","305","3","223.638"
"2023","LODI","EURO 0","3","7.397","534","60","0","1.642","0","0","0","3","8","9.647"
"2023","LODI","EURO 1","0","1.331","114","11","0","360","0","0","0","0","0","1.816"
"2023","LODI","EURO 2","0","4.255","249","30","0","1.390","0","0","0","2","0","5.926"
"2023","LODI","EURO 3","0","4.623","219","47","0","4.838","0","0","0","3","0","9.730"
"2023","LODI","EURO 4","0","14.086","2.834","458","0","10.177","0","16","0","56","0","27.627"
"2023","LODI","EURO 5","0","9.459","2.046","460","0","14.306","0","164","11","100","0","26.546"
"2023","LODI","EURO 6","0","26.402","5.283","401","0","23.655","0","7.074","837","270","0","63.922"
"2023","LODI","NC","0","0","0","0","742","0","0","0","0","0","0","742"
"2023","LODI","ND","0","22","1","1","0","0","0","0","0","0","1","25"
"2023","Totale Provincia","","3","67.575","11.280","1.468","742","56.368","0","7.254","848","434","9","145.981"
"2023","MONZA BRIANZA","EURO 0","4","26.014","898","51","0","5.228","0","0","0","4","26","32.225"
"2023","MONZA BRIANZA","EURO 1","0","8.248","250","7","0","1.928","0","0","0","0","0","10.433"
"2023","MONZA BRIANZA","EURO 2","0","18.825","518","38","0","4.691","0","0","0","0","0","24.072"
"2023","MONZA BRIANZA","EURO 3","0","22.518","495","78","0","13.395","0","0","0","9","0","36.495"
"2023","MONZA BRIANZA","EURO 4","0","74.102","10.440","1.266","0","28.933","2","152","0","150","0","115.045"
"2023","MONZA BRIANZA","EURO 5","0","54.199","6.382","907","0","43.131","0","1.236","52","251","0","106.158"
"2023","MONZA BRIANZA","EURO 6","0","135.324","13.199","765","0","63.787","0","37.856","3.092","693","0","254.716"
"2023","MONZA BRIANZA","NC","0","0","0","0","3.921","0","0","0","0","0","0","3.921"
"2023","MONZA BRIANZA","ND","0","89","1","0","0","0","0","0","0","0","3","93"
"2023","Totale Provincia","","4","339.319","32.183","3.112","3.921","161.093","2","39.244","3.144","1.107","29","583.158"
"2023","BOLZANO","EURO 0","18","15.066","364","44","0","1.694","0","0","0","0","5","17.191"
"2023","BOLZANO","EURO 1","0","3.159","151","4","0","746","0","0","0","0","0","4.060"
"2023","BOLZANO","EURO 2","0","8.754","265","18","0","3.841","0","0","0","1","0","12.879"
"2023","BOLZANO","EURO 3","0","7.491","192","26","0","12.644","0","0","0","2","0","20.355"
"2023","BOLZANO","EURO 4","0","35.900","2.455","394","0","31.873","1","51","0","89","0","70.763"
"2023","BOLZANO","EURO 5","1","22.761","937","264","0","50.370","0","280","28","105","0","74.746"
"2023","BOLZANO","EURO 6","12","93.039","3.478","374","0","126.077","0","44.139","11.973","3.731","0","282.823"
"2023","BOLZANO","NC","0","0","0","0","8.759","0","0","0","0","0","0","8.759"
"2023","BOLZANO","ND","0","50","0","0","0","0","0","0","0","0","2","52"
"2023","Totale Provincia","","31","186.220","7.842","1.124","8.759","227.245","1","44.470","12.001","3.928","7","491.628"
"2023","TRENTO","EURO 0","10","13.237","804","49","0","2.286","0","0","0","3","7","16.396"
"2023","TRENTO","EURO 1","0","3.205","184","18","0","667","0","0","0","1","0","4.075"
"2023","TRENTO","EURO 2","0","9.259","378","41","0","3.807","0","0","0","1","0","13.486"
"2023","TRENTO","EURO 3","0","11.267","372","43","0","14.301","0","0","0","1","0","25.984"
"2023","TRENTO","EURO 4","0","38.164","4.671","696","0","35.551","0","43","0","110","1","79.236"
"2023","TRENTO","EURO 5","0","22.534","2.359","537","0","48.529","0","377","16","231","0","74.583"
"2023","TRENTO","EURO 6","6","146.826","11.550","2.430","0","277.256","0","111.243","36.545","2.422","0","588.278"
"2023","TRENTO","NC","0","0","0","0","26.987","0","0","0","0","0","0","26.987"
"2023","TRENTO","ND","0","57","1","2","0","4","0","0","0","0","1","65"
"2023","Totale Provincia","","16","244.549","20.319","3.816","26.987","382.401","0","111.663","36.561","2.769","9","829.090"
"2023","VERONA","EURO 0","11","28.569","2.844","839","0","4.728","0","0","0","11","18","37.020"
"2023","VERONA","EURO 1","0","6.734","652","306","0","1.581","0","0","0","1","0","9.274"
"2023","VERONA","EURO 2","0","19.853","1.346","666","0","8.138","0","0","0","9","0","30.012"
"2023","VERONA","EURO 3","0","19.399","1.222","768","0","24.464","0","0","0","75","1","45.929"
"2023","VERONA","EURO 4","0","56.799","17.275","7.709","0","50.911","1","129","0","1.424","0","134.248"
"2023","VERONA","EURO 5","1","30.777","10.177","6.364","0","67.843","0","892","43","1.725","0","117.822"
"2023","VERONA","EURO 6","0","88.158","23.726","5.900","0","104.845","0","28.590","5.728","5.758","0","262.705"
"2023","VERONA","NC","0","0","0","0","3.839","0","0","0","0","0","0","3.839"
"2023","VERONA","ND","0","259","8","0","0","5","0","0","0","0","3","275"
"2023","Totale Provincia","","12","250.548","57.250","22.552","3.839","262.515","1","29.611","5.771","9.003","22","641.124"
"2023","VICENZA","EURO 0","10","27.206","2.470","262","0","3.863","0","0","0","3","1","33.815"
"2023","VICENZA","EURO 1","0","7.013","591","82","0","1.318","0","0","0","0","0","9.004"
"2023","VICENZA","EURO 2","0","21.538","1.268","210","0","7.766","0","0","0","2","0","30.784"
"2023","VICENZA","EURO 3","0","21.084","1.048","245","0","25.756","0","0","0","17","0","48.150"
"2023","VICENZA","EURO 4","0","59.514","13.698","2.792","0","56.390","1","129","0","438","0","132.962"
"2023","VICENZA","EURO 5","0","32.552","7.466","2.600","0","68.154","0","1.008","55","643","0","112.478"
"2023","VICENZA","EURO 6","0","79.141","15.615","2.410","0","90.555","0","30.744","4.778","2.121","0","225.364"
"2023","VICENZA","NC","0","0","0","0","3.872","0","0","0","0","0","0","3.872"
"2023","VICENZA","ND","0","141","7","0","0","4","0","0","0","0","1","153"
"2023","Totale Provincia","","10","248.189","42.163","8.601","3.872","253.806","1","31.881","4.833","3.224","2","596.582"
"2023","BELLUNO","EURO 0","1","6.089","283","22","0","830","0","0","0","2","0","7.227"
"2023","BELLUNO","EURO 1","0","1.474","58","3","0","301","0","0","0","0","0","1.836"
"2023","BELLUNO","EURO 2","0","4.298","127","11","0","1.715","0","0","0","1","0","6.152"
"2023","BELLUNO","EURO 3","0","4.863","106","21","0","5.777","0","0","0","2","0","10.769"
"2023","BELLUNO","EURO 4","1","13.939","1.780","158","0","14.327","1","18","0","27","0","30.251"
"2023","BELLUNO","EURO 5","1","8.438","831","139","0","17.984","0","129","9","43","0","27.574"
"2023","BELLUNO","EURO 6","0","20.298","1.771","153","0","24.588","0","6.025","872","125","0","53.832"
"2023","BELLUNO","NC","0","0","0","0","400","0","0","0","0","0","0","400"
"2023","BELLUNO","ND","0","23","0","0","0","2","0","1","0","0","0","26"
"2023","Totale Provincia","","3","59.422","4.956","507","400","65.524","1","6.173","881","200","0","138.067"
"2023","TREVISO","EURO 0","12","26.475","2.208","266","0","4.429","0","0","0","12","10","33.412"
"2023","TREVISO","EURO 1","0","6.747","503","97","0","1.633","0","0","0","0","0","8.980"
"2023","TREVISO","EURO 2","0","21.050","1.156","268","0","8.061","0","0","0","4","0","30.539"
"2023","TREVISO","EURO 3","0","20.873","1.120","260","0","25.646","0","0","0","17","0","47.916"
"2023","TREVISO","EURO 4","0","60.432","13.833","2.523","0","55.220","1","113","0","382","0","132.504"
"2023","TREVISO","EURO 5","0","34.874","7.628","1.695","0","69.567","0","835","39","658","0","115.296"
"2023","TREVISO","EURO 6","0","87.183","16.597","2.008","0","99.881","0","27.920","5.191","1.846","0","240.626"
"2023","TREVISO","NC","0","0","0","0","3.494","0","0","0","0","0","0","3.494"
"2023","TREVISO","ND","0","144","5","2","0","1","0","0","0","0","0","152"
"2023","Totale Provincia","","12","257.778","43.050","7.119","3.494","264.438","1","28.868","5.230","2.919","10","612.919"
"2023","VENEZIA","EURO 0","7","17.783","1.997","233","0","3.030","0","0","0","20","9","23.079"
"2023","VENEZIA","EURO 1","1","4.310","414","61","0","886","0","0","0","1","0","5.673"
"2023","VENEZIA","EURO 2","0","15.105","1.161","172","0","4.248","0","0","0","5","0","20.691"
"2023","VENEZIA","EURO 3","0","17.187","1.210","233","0","16.410","0","0","0","10","0","35.050"
"2023","VENEZIA","EURO 4","0","53.689","15.175","2.913","0","36.903","0","94","0","345","1","109.120"
"2023","VENEZIA","EURO 5","0","28.425","8.503","2.223","0","51.534","0","644","33","541","0","91.903"
"2023","VENEZIA","EURO 6","0","72.427","18.906","2.041","0","78.489","0","22.754","3.529","1.475","0","199.621"
"2023","VENEZIA","NC","0","0","0","0","2.633","0","0","0","0","0","0","2.633"
"2023","VENEZIA","ND","0","144","4","0","0","1","0","0","0","0","0","149"
"2023","Totale Provincia","","8","209.070","47.370","7.876","2.633","191.501","0","23.492","3.562","2.397","10","487.919"
"2023","PADOVA","EURO 0","9","27.026","3.066","608","0","3.805","0","0","0","9","10","34.533"
"2023","PADOVA","EURO 1","1","6.545","709","187","0","1.212","0","0","0","3","0","8.657"
"2023","PADOVA","EURO 2","1","20.924","1.803","474","0","6.475","0","0","0","5","1","29.683"
"2023","PADOVA","EURO 3","0","20.755","1.592","589","0","22.405","0","0","0","25","0","45.366"
"2023","PADOVA","EURO 4","0","60.063","19.353","4.960","0","46.368","1","151","0","690","0","131.586"
"2023","PADOVA","EURO 5","2","33.656","12.138","4.101","0","63.100","0","889","50","919","0","114.855"
"2023","PADOVA","EURO 6","0","87.921","26.100","3.961","0","100.242","0","31.112","5.455","3.112","0","257.903"
"2023","PADOVA","NC","0","0","0","0","3.877","0","0","0","0","0","0","3.877"
"2023","PADOVA","ND","0","167","13","1","0","4","0","0","0","0","1","186"
"2023","Totale Provincia","","13","257.057","64.774","14.881","3.877","243.611","1","32.152","5.505","4.763","12","626.646"
"2023","ROVIGO","EURO 0","0","6.637","1.197","627","0","1.213","0","0","0","18","2","9.694"
"2023","ROVIGO","EURO 1","0","1.887","290","197","0","536","0","0","0","2","0","2.912"
"2023","ROVIGO","EURO 2","0","5.678","586","569","0","2.477","0","0","0","1","0","9.311"
"2023","ROVIGO","EURO 3","0","5.169","478","606","0","7.627","0","0","0","25","1","13.906"
"2023","ROVIGO","EURO 4","0","12.925","5.090","3.911","0","14.345","0","12","0","508","0","36.791"
"2023","ROVIGO","EURO 5","0","6.046","3.237","3.500","0","15.848","0","120","12","614","0","29.377"
"2023","ROVIGO","EURO 6","0","15.574","7.769","3.268","0","24.915","0","4.652","1.007","2.229","0","59.414"
"2023","ROVIGO","NC","0","0","0","0","524","0","0","0","0","0","0","524"
"2023","ROVIGO","ND","0","48","2","2","0","1","0","0","0","0","0","53"
"2023","Totale Provincia","","0","53.964","18.649","12.680","524","66.962","0","4.784","1.019","3.397","3","161.982"
"2023","UDINE","EURO 0","12","20.229","733","49","0","1.873","0","0","0","2","6","22.904"
"2023","UDINE","EURO 1","0","5.573","121","12","0","641","0","0","0","0","0","6.347"
"2023","UDINE","EURO 2","0","17.820","275","47","0","3.110","0","0","0","1","0","21.253"
"2023","UDINE","EURO 3","0","18.114","257","49","0","15.183","0","0","0","2","0","33.605"
"2023","UDINE","EURO 4","0","48.800","3.949","378","0","36.340","0","52","0","29","0","89.548"
"2023","UDINE","EURO 5","0","27.612","1.785","320","0","40.061","0","576","19","62","0","70.435"
"2023","UDINE","EURO 6","0","56.728","3.301","244","0","52.616","0","15.633","1.880","211","0","130.613"
"2023","UDINE","NC","0","0","0","0","1.869","0","0","0","0","0","0","1.869"
"2023","UDINE","ND","0","113","7","0","0","0","0","0","0","0","0","120"
"2023","Totale Provincia","","12","194.989","10.428","1.099","1.869","149.824","0","16.261","1.899","307","6","376.694"
"2023","GORIZIA","EURO 0","5","4.876","95","6","0","318","0","0","0","0","1","5.301"
"2023","GORIZIA","EURO 1","0","1.334","33","2","0","134","0","0","0","1","0","1.504"
"2023","GORIZIA","EURO 2","0","4.615","50","5","0","622","0","0","0","0","0","5.292"
"2023","GORIZIA","EURO 3","0","4.957","51","5","0","3.112","0","0","0","1","0","8.126"
"2023","GORIZIA","EURO 4","0","14.929","595","58","0","7.814","0","27","0","4","0","23.427"
"2023","GORIZIA","EURO 5","0","8.175","219","34","0","8.005","0","141","4","6","0","16.584"
"2023","GORIZIA","EURO 6","0","16.508","509","20","0","10.062","0","4.031","316","7","0","31.453"
"2023","GORIZIA","NC","0","0","0","0","326","0","0","0","0","0","0","326"
"2023","GORIZIA","ND","0","35","0","0","0","0","0","1","0","0","0","36"
"2023","Totale Provincia","","5","55.429","1.552","130","326","30.067","0","4.200","320","19","1","92.049"
"2023","TRIESTE","EURO 0","3","8.626","143","9","0","486","0","0","0","0","4","9.271"
"2023","TRIESTE","EURO 1","0","2.134","23","4","0","214","0","0","0","0","0","2.375"
"2023","TRIESTE","EURO 2","0","6.778","59","7","0","856","0","0","0","1","0","7.701"
"2023","TRIESTE","EURO 3","0","6.826","50","9","0","4.096","0","0","0","0","0","10.981"
"2023","TRIESTE","EURO 4","0","20.849","646","45","0","9.838","0","29","0","4","0","31.411"
"2023","TRIESTE","EURO 5","0","12.330","265","50","0","9.699","0","245","9","7","0","22.605"
"2023","TRIESTE","EURO 6","0","24.831","577","32","0","13.183","0","7.328","529","14","0","46.494"
"2023","TRIESTE","NC","0","0","0","0","480","0","0","0","0","0","0","480"
"2023","TRIESTE","ND","0","70","0","0","0","2","0","0","0","0","1","73"
"2023","Totale Provincia","","3","82.444","1.763","156","480","38.374","0","7.602","538","26","5","131.391"
"2023","PORDENONE","EURO 0","7","9.692","556","47","0","1.112","0","0","0","3","6","11.423"
"2023","PORDENONE","EURO 1","0","2.837","134","12","0","475","0","0","0","1","0","3.459"
"2023","PORDENONE","EURO 2","0","9.456","280","57","0","2.499","0","0","0","5","0","12.297"
"2023","PORDENONE","EURO 3","0","9.651","240","47","0","10.034","0","0","0","7","0","19.979"
"2023","PORDENONE","EURO 4","0","25.092","3.483","506","0","23.096","0","51","0","71","0","52.299"
"2023","PORDENONE","EURO 5","0","13.814","1.869","423","0","25.279","0","288","12","122","0","41.807"
"2023","PORDENONE","EURO 6","0","29.602","3.758","379","0","34.614","0","9.172","1.333","388","0","79.246"
"2023","PORDENONE","NC","0","0","0","0","957","0","0","0","0","0","0","957"
"2023","PORDENONE","ND","0","70","2","0","0","1","0","0","0","0","1","74"
"2023","Totale Provincia","","7","100.214","10.322","1.471","957","97.110","0","9.511","1.345","597","7","221.541"
"2023","IMPERIA","EURO 0","5","10.724","204","20","0","1.147","0","0","0","0","0","12.100"
"2023","IMPERIA","EURO 1","0","2.393","51","4","0","418","0","0","0","0","0","2.866"
"2023","IMPERIA","EURO 2","0","6.782","87","3","0","1.852","0","0","0","0","0","8.724"
"2023","IMPERIA","EURO 3","0","7.324","91","8","0","5.757","0","0","0","0","0","13.180"
"2023","IMPERIA","EURO 4","0","16.481","991","47","0","12.781","0","10","0","2","0","30.312"
"2023","IMPERIA","EURO 5","0","8.684","535","38","0","11.742","0","109","4","7","0","21.119"
"2023","IMPERIA","EURO 6","0","18.975","986","35","0","13.355","0","5.813","344","22","0","39.530"
"2023","IMPERIA","NC","0","0","0","0","377","0","0","0","0","0","0","377"
"2023","IMPERIA","ND","0","45","1","0","0","1","0","0","0","0","0","47"
"2023","Totale Provincia","","5","71.408","2.946","155","377","47.053","0","5.932","348","31","0","128.255"
"2023","SAVONA","EURO 0","0","12.090","336","76","0","1.480","0","0","0","4","0","13.986"
"2023","SAVONA","EURO 1","0","2.352","72","22","0","506","0","0","0","1","0","2.953"
"2023","SAVONA","EURO 2","0","6.670","164","27","0","2.383","0","0","0","0","0","9.244"
"2023","SAVONA","EURO 3","0","7.784","133","20","0","7.390","0","0","0","4","1","15.332"
"2023","SAVONA","EURO 4","0","19.352","1.800","327","0","16.665","0","13","0","19","0","38.176"
"2023","SAVONA","EURO 5","0","10.837","1.256","312","0","16.248","0","90","6","39","0","28.788"
"2023","SAVONA","EURO 6","1","27.278","3.083","230","0","21.253","0","8.651","750","158","0","61.404"
"2023","SAVONA","NC","0","0","0","0","536","0","0","0","0","0","0","536"
"2023","SAVONA","ND","0","32","1","0","0","0","0","0","0","0","1","34"
"2023","Totale Provincia","","1","86.395","6.845","1.014","536","65.925","0","8.754","756","225","2","170.453"
"2023","GENOVA","EURO 0","8","26.330","953","169","0","4.116","0","0","0","4","4","31.584"
"2023","GENOVA","EURO 1","0","6.350","265","64","0","1.034","0","0","0","2","0","7.715"
"2023","GENOVA","EURO 2","0","15.528","473","77","0","3.916","0","0","0","3","0","19.997"
"2023","GENOVA","EURO 3","0","17.487","339","75","0","12.035","0","0","0","2","1","29.939"
"2023","GENOVA","EURO 4","0","51.151","3.697","991","0","34.122","1","26","0","42","0","90.030"
"2023","GENOVA","EURO 5","0","32.865","2.289","874","0","38.210","0","319","6","125","0","74.688"
"2023","GENOVA","EURO 6","0","75.893","6.273","707","0","50.654","0","27.431","2.075","327","0","163.360"
"2023","GENOVA","NC","0","0","0","0","1.544","0","0","0","0","0","0","1.544"
"2023","GENOVA","ND","0","38","0","0","0","1","0","0","0","0","1","40"
"2023","Totale Provincia","","8","225.642","14.289","2.957","1.544","144.088","1","27.776","2.081","505","6","418.897"
"2023","LA SPEZIA","EURO 0","0","6.566","354","83","0","1.127","0","0","0","3","2","8.135"
"2023","LA SPEZIA","EURO 1","0","1.345","74","17","0","302","0","0","0","1","0","1.739"
"2023","LA SPEZIA","EURO 2","0","3.752","174","64","0","1.130","0","0","0","3","0","5.123"
"2023","LA SPEZIA","EURO 3","0","5.215","148","66","0","3.927","0","0","0","1","1","9.358"
"2023","LA SPEZIA","EURO 4","0","12.987","1.760","730","0","9.946","0","5","0","41","0","25.469"
"2023","LA SPEZIA","EURO 5","0","8.849","1.851","964","0","11.641","0","86","9","116","0","23.516"
"2023","LA SPEZIA","EURO 6","0","23.109","5.630","831","0","18.492","0","6.814","684","558","0","56.118"
"2023","LA SPEZIA","NC","0","0","0","0","555","0","0","0","0","0","0","555"
"2023","LA SPEZIA","ND","0","72","1","0","0","1","0","0","0","0","0","74"
"2023","Totale Provincia","","0","61.895","9.992","2.755","555","46.566","0","6.905","693","723","3","130.087"
"2023","PIACENZA","EURO 0","6","11.377","999","437","0","1.887","0","0","0","4","0","14.710"
"2023","PIACENZA","EURO 1","0","2.164","245","77","0","573","0","0","0","3","0","3.062"
"2023","PIACENZA","EURO 2","0","5.873","541","162","0","2.717","0","0","0","2","0","9.295"
"2023","PIACENZA","EURO 3","0","5.857","419","149","0","7.629","0","0","0","5","0","14.059"
"2023","PIACENZA","EURO 4","0","16.793","4.593","1.855","0","15.427","1","21","0","148","1","38.839"
"2023","PIACENZA","EURO 5","0","10.078","3.194","1.628","0","19.653","0","207","9","225","0","34.994"
"2023","PIACENZA","EURO 6","1","26.758","8.135","1.387","0","30.029","0","8.128","1.319","665","0","76.422"
"2023","PIACENZA","NC","0","0","0","0","777","0","0","0","0","0","0","777"
"2023","PIACENZA","ND","0","97","0","1","0","2","0","0","0","0","0","100"
"2023","Totale Provincia","","7","78.997","18.126","5.696","777","77.917","1","8.356","1.328","1.052","1","192.258"
"2023","PARMA","EURO 0","20","15.128","1.210","1.761","0","2.834","0","0","0","14","1","20.968"
"2023","PARMA","EURO 1","1","3.304","306","333","0","882","0","0","0","3","0","4.829"
"2023","PARMA","EURO 2","0","8.939","664","708","0","4.012","0","0","0","1","0","14.324"
"2023","PARMA","EURO 3","0","8.769","590","719","0","10.306","0","0","0","29","0","20.413"
"2023","PARMA","EURO 4","0","23.852","6.525","6.039","0","20.498","1","42","0","578","0","57.535"
"2023","PARMA","EURO 5","0","13.926","5.465","5.856","0","27.691","0","379","31","812","0","54.160"
"2023","PARMA","EURO 6","0","40.829","15.623","6.040","0","48.409","0","14.059","2.228","3.064","0","130.252"
"2023","PARMA","NC","0","0","0","0","1.514","0","0","0","0","0","0","1.514"
"2023","PARMA","ND","0","47","4","2","0","0","0","0","0","0","1","54"
"2023","Totale Provincia","","21","114.794","30.387","21.458","1.514","114.632","1","14.480","2.259","4.501","2","304.049"
"2023","REGGIO EMILIA","EURO 0","13","15.521","2.022","694","0","2.780","0","0","0","15","1","21.046"
"2023","REGGIO EMILIA","EURO 1","0","3.449","458","134","0","777","0","0","0","1","0","4.819"
"2023","REGGIO EMILIA","EURO 2","0","10.555","1.127","423","0","3.587","0","0","0","4","0","15.696"
"2023","REGGIO EMILIA","EURO 3","0","11.792","1.211","852","0","11.772","0","0","0","32","0","25.659"
"2023","REGGIO EMILIA","EURO 4","0","30.447","12.184","6.622","0","25.656","0","56","0","543","0","75.508"
"2023","REGGIO EMILIA","EURO 5","0","16.783","8.417","4.998","0","35.775","0","487","21","679","0","67.160"
"2023","REGGIO EMILIA","EURO 6","1","51.683","19.337","3.934","0","76.692","0","26.852","6.164","2.054","0","186.717"
"2023","REGGIO EMILIA","NC","0","0","0","0","2.549","0","0","0","0","0","0","2.549"
"2023","REGGIO EMILIA","ND","0","71","7","2","0","4","0","0","0","0","1","85"
"2023","Totale Provincia","","14","140.301","44.763","17.659","2.549","157.043","0","27.395","6.185","3.328","2","399.239"
"2023","MODENA","EURO 0","5","25.420","2.439","696","0","5.180","0","0","0","23","6","33.769"
"2023","MODENA","EURO 1","0","5.312","534","174","0","1.221","0","0","0","5","0","7.246"
"2023","MODENA","EURO 2","0","15.343","1.222","480","0","5.456","0","0","0","13","0","22.514"
"2023","MODENA","EURO 3","0","15.969","1.221","873","0","16.250","0","0","0","51","0","34.364"
"2023","MODENA","EURO 4","0","41.361","14.015","7.163","0","33.806","2","88","0","666","0","97.101"
"2023","MODENA","EURO 5","0","22.867","10.343","5.057","0","48.337","0","632","25","938","0","88.199"
"2023","MODENA","EURO 6","0","66.974","24.485","4.224","0","79.103","0","25.149","3.928","2.378","0","206.241"
"2023","MODENA","NC","0","0","0","0","2.613","0","0","0","0","0","0","2.613"
"2023","MODENA","ND","0","150","8","2","0","1","0","0","0","0","0","161"
"2023","Totale Provincia","","5","193.396","54.267","18.669","2.613","189.354","2","25.869","3.953","4.074","6","492.208"
"2023","BOLOGNA","EURO 0","11","27.120","2.862","1.309","0","3.891","0","0","0","38","15","35.246"
"2023","BOLOGNA","EURO 1","0","6.057","843","383","0","1.211","0","0","0","10","0","8.504"
"2023","BOLOGNA","EURO 2","1","16.761","2.027","1.041","0","4.848","0","0","0","19","0","24.697"
"2023","BOLOGNA","EURO 3","0","18.573","1.990","1.433","0","15.880","0","0","0","79","0","37.955"
"2023","BOLOGNA","EURO 4","0","57.582","20.707","13.703","0","32.547","0","165","0","1.200","1","125.905"
