"Anno","Provincia","Euro","AL","BE","BG","BM","EL","GA","GG","IB","IG","ME","ND","Totale"
"2021","MILANO","EURO 1","0","23.737","1.032","90","0","4.032","0","0","0","11","7","28.909"
"2021","MILANO","EURO 2","1","67.524","2.393","190","0","13.109","0","0","0","11","5","83.233"
"2021","MILANO","EURO 3","1","82.164","2.234","282","0","44.426","0","0","3","45","2","129.157"
"2021","MILANO","EURO 4","0","256.212","39.116","5.135","0","99.787","0","899","0","662","0","401.811"
"2021","MILANO","EURO 5","0","169.246","23.835","3.749","0","146.588","0","6.040","154","960","0","350.572"
"2021","MILANO","EURO 6","1","350.965","33.745","3.062","0","199.762","0","73.445","5.603","2.729","0","669.312"
"2021","MILANO","NC","0","0","0","0","7.509","0","0","0","0","0","0","7.509"
"2021","MILANO","ND","0","656","4","2","0","9","0","0","0","0","20","691"
"2021","Totale Provincia","","26","1.062.998","106.511","12.885","7.509","527.116","0","80.385","5.762","4.454","201","1.807.847"
"2021","BERGAMO","EURO 0","10","29.160","1.986","193","0","8.084","0","0","0","6","9","39.448"
"2021","BERGAMO","EURO 1","0","7.243","386","50","0","1.669","0","0","0","0","0","9.348"
"2021","BERGAMO","EURO 2","0","23.871","926","154","0","7.212","0","0","0","1","0","32.164"
"2021","BERGAMO","EURO 3","0","30.813","908","206","0","26.372","0","0","0","20","6","58.325"
"2021","BERGAMO","EURO 4","0","88.284","15.899","3.652","0","60.099","0","176","0","608","1","168.719"
"2021","BERGAMO","EURO 5","0","56.954","9.144","3.131","0","72.601","0","1.246","47","767","0","143.890"
"2021","BERGAMO","EURO 6","0","114.950","14.256","2.319","0","87.305","0","18.810","1.821","1.657","0","241.118"
"2021","BERGAMO","NC","0","0","0","0","2.677","0","0","0","0","0","0","2.677"
"2021","BERGAMO","ND","0","134","2","0","0","1","0","0","0","0","0","137"
"2021","Totale Provincia","","10","351.409","43.507","9.705","2.677","263.343","0","20.232","1.868","3.059","16","695.826"
"2021","BRESCIA","EURO 0","15","38.347","2.944","199","0","6.602","0","0","0","21","20","48.148"
"2021","BRESCIA","EURO 1","0","9.703","740","79","0","2.022","0","0","0","3","0","12.547"
"2021","BRESCIA","EURO 2","1","31.009","1.758","231","0","10.169","0","0","0","7","0","43.175"
"2021","BRESCIA","EURO 3","0","33.293","1.850","357","0","31.156","0","0","0","45","0","66.701"
"2021","BRESCIA","EURO 4","1","87.358","22.954","4.385","0","73.581","0","143","0","830","0","189.252"
"2021","BRESCIA","EURO 5","0","53.840","14.650","3.416","0","92.834","0","1.058","63","1.079","0","166.940"
"2021","BRESCIA","EURO 6","2","112.164","22.150","3.313","0","124.595","0","18.625","2.512","2.512","0","285.873"
"2021","BRESCIA","NC","0","0","0","0","3.375","0","0","0","0","0","0","3.375"
"2021","BRESCIA","ND","0","194","5","0","0","3","0","0","0","0","3","205"
"2021","Totale Provincia","","19","365.908","67.051","11.980","3.375","340.962","0","19.826","2.575","4.497","23","816.216"
"2021","PAVIA","EURO 0","6","20.099","1.217","218","0","3.112","0","0","1","11","9","24.673"
"2021","PAVIA","EURO 1","0","4.551","326","45","0","868","0","0","0","6","0","5.796"
"2021","PAVIA","EURO 2","0","14.673","707","126","0","4.262","0","0","0","3","0","19.771"
"2021","PAVIA","EURO 3","0","15.828","491","88","0","14.003","0","0","1","11","0","30.422"
"2021","PAVIA","EURO 4","4","41.342","6.773","1.388","0","27.889","0","36","0","119","0","77.551"
"2021","PAVIA","EURO 5","0","25.147","4.368","1.344","0","37.388","0","440","19","218","0","68.924"
"2021","PAVIA","EURO 6","0","55.239","7.992","923","0","51.220","0","9.261","715","589","0","125.939"
"2021","PAVIA","NC","0","0","0","0","715","0","0","0","0","0","0","715"
"2021","PAVIA","ND","0","191","9","0","0","4","0","0","0","0","1","205"
"2021","Totale Provincia","","10","177.070","21.883","4.132","715","138.746","0","9.737","736","957","10","353.996"
"2021","CREMONA","EURO 0","4","9.381","693","139","0","1.779","0","0","0","0","8","12.004"
"2021","CREMONA","EURO 1","0","2.357","184","38","0","510","0","0","0","0","0","3.089"
"2021","CREMONA","EURO 2","1","8.049","373","102","0","2.738","0","0","0","2","0","11.265"
"2021","CREMONA","EURO 3","0","8.821","296","87","0","10.107","0","0","1","12","0","19.324"
"2021","CREMONA","EURO 4","0","24.813","4.240","949","0","21.176","0","31","0","176","0","51.385"
"2021","CREMONA","EURO 5","0","15.949","2.986","912","0","26.614","0","343","17","216","0","47.037"
"2021","CREMONA","EURO 6","0","32.754","5.183","717","0","34.584","0","5.888","770","548","0","80.444"
"2021","CREMONA","NC","0","0","0","0","722","0","0","0","0","0","0","722"
"2021","CREMONA","ND","0","77","4","0","0","1","0","0","0","0","0","82"
"2021","Totale Provincia","","5","102.201","13.959","2.944","722","97.509","0","6.262","788","954","8","225.352"
"2021","MANTOVA","EURO 0","4","13.747","1.470","279","0","2.471","0","0","0","1","3","17.975"
"2021","MANTOVA","EURO 1","0","3.698","336","103","0","854","0","0","0","1","0","4.992"
"2021","MANTOVA","EURO 2","0","12.665","734","242","0","4.590","0","0","0","1","0","18.232"
"2021","MANTOVA","EURO 3","0","11.197","592","254","0","13.517","0","0","0","27","0","25.587"
"2021","MANTOVA","EURO 4","0","28.486","6.672","1.759","0","27.801","0","42","0","337","0","65.097"
"2021","MANTOVA","EURO 5","0","15.388","4.115","1.337","0","31.160","0","258","12","385","0","52.655"
"2021","MANTOVA","EURO 6","0","34.317","7.608","1.355","0","40.938","0","5.378","802","971","0","91.369"
"2021","MANTOVA","NC","0","0","0","0","748","0","0","0","0","0","0","748"
"2021","MANTOVA","ND","0","112","7","1","0","4","0","0","0","0","3","127"
"2021","Totale Provincia","","4","119.610","21.534","5.330","748","121.335","0","5.678","814","1.723","6","276.782"
"2021","LECCO","EURO 0","2","10.610","312","13","0","1.884","0","0","0","2","3","12.826"
"2021","LECCO","EURO 1","0","2.021","80","1","0","322","0","0","0","0","0","2.424"
"2021","LECCO","EURO 2","0","7.028","171","8","0","1.717","0","0","0","0","0","8.924"
"2021","LECCO","EURO 3","0","9.662","160","18","0","6.542","0","0","1","0","0","16.383"
"2021","LECCO","EURO 4","0","30.946","2.888","269","0","17.023","0","55","0","22","0","51.203"
"2021","LECCO","EURO 5","0","20.908","1.646","266","0","22.403","0","401","20","64","0","45.708"
"2021","LECCO","EURO 6","1","42.566","2.531","229","0","27.985","0","6.792","517","199","0","80.820"
"2021","LECCO","NC","0","0","0","0","884","0","0","0","0","0","0","884"
"2021","LECCO","ND","0","69","0","0","0","2","0","0","0","0","0","71"
"2021","Totale Provincia","","3","123.810","7.788","804","884","77.878","0","7.248","538","287","3","219.243"
"2021","LODI","EURO 0","3","7.418","526","63","0","1.645","0","0","0","3","8","9.666"
"2021","LODI","EURO 1","0","1.394","119","11","0","359","0","0","0","0","0","1.883"
"2021","LODI","EURO 2","0","4.877","258","36","0","1.543","0","0","0","3","0","6.717"
"2021","LODI","EURO 3","0","5.316","233","50","0","5.753","0","0","0","3","0","11.355"
"2021","LODI","EURO 4","0","15.237","2.961","490","0","11.906","0","20","0","50","0","30.664"
"2021","LODI","EURO 5","0","9.852","2.100","490","0","15.889","0","163","11","110","0","28.615"
"2021","LODI","EURO 6","0","22.294","4.207","418","0","22.704","0","3.314","413","238","0","53.588"
"2021","LODI","NC","0","0","0","0","375","0","0","0","0","0","0","375"
"2021","LODI","ND","0","22","1","1","0","0","0","0","0","0","1","25"
"2021","Totale Provincia","","3","66.410","10.405","1.559","375","59.799","0","3.497","424","407","9","142.888"
"2021","MONZA BRIANZA","EURO 0","4","26.049","899","53","0","5.262","0","1","1","4","27","32.300"
"2021","MONZA BRIANZA","EURO 1","0","8.635","262","9","0","1.941","0","0","0","0","0","10.847"
"2021","MONZA BRIANZA","EURO 2","0","21.622","542","38","0","5.058","0","0","0","0","0","27.260"
"2021","MONZA BRIANZA","EURO 3","0","25.993","544","92","0","16.067","0","0","0","13","0","42.709"
"2021","MONZA BRIANZA","EURO 4","0","80.310","11.110","1.366","0","35.081","0","170","0","166","0","128.203"
"2021","MONZA BRIANZA","EURO 5","0","55.907","6.599","900","0","49.277","0","1.302","60","226","0","114.271"
"2021","MONZA BRIANZA","EURO 6","0","115.955","9.721","732","0","61.849","0","19.705","1.505","617","0","210.084"
"2021","MONZA BRIANZA","NC","0","0","0","0","2.093","0","0","0","0","0","0","2.093"
"2021","MONZA BRIANZA","ND","0","90","1","0","0","0","0","0","0","0","3","94"
"2021","Totale Provincia","","4","334.561","29.678","3.190","2.093","174.535","0","21.178","1.566","1.026","30","567.861"
"2021","BOLZANO","EURO 0","16","14.717","376","46","0","1.641","0","0","0","0","5","16.801"
"2021","BOLZANO","EURO 1","0","3.389","153","5","0","759","0","0","0","0","0","4.306"
"2021","BOLZANO","EURO 2","0","10.505","295","18","0","4.539","0","0","0","1","0","15.358"
"2021","BOLZANO","EURO 3","0","8.718","227","36","0","15.128","0","0","0","5","0","24.114"
"2021","BOLZANO","EURO 4","0","39.492","2.710","431","0","36.327","0","60","0","105","0","79.125"
"2021","BOLZANO","EURO 5","0","23.203","991","255","0","52.524","0","295","29","115","0","77.412"
"2021","BOLZANO","EURO 6","2","84.730","2.152","698","0","143.091","0","17.279","6.334","3.769","0","258.055"
"2021","BOLZANO","NC","0","0","0","0","4.438","0","0","0","0","0","0","4.438"
"2021","BOLZANO","ND","0","51","0","0","0","0","0","0","0","0","2","53"
"2021","Totale Provincia","","18","184.805","6.904","1.489","4.438","254.009","0","17.634","6.363","3.995","7","479.662"
"2021","TRENTO","EURO 0","8","13.128","825","52","0","2.280","0","0","0","3","7","16.303"
"2021","TRENTO","EURO 1","0","3.421","196","21","0","696","0","0","0","1","0","4.335"
"2021","TRENTO","EURO 2","0","10.721","407","41","0","4.406","0","0","0","1","0","15.576"
"2021","TRENTO","EURO 3","0","12.877","426","54","0","17.069","0","0","0","4","0","30.430"
"2021","TRENTO","EURO 4","0","41.568","5.287","782","0","39.838","0","50","0","140","1","87.666"
"2021","TRENTO","EURO 5","0","22.968","2.513","571","0","50.616","0","416","22","244","0","77.350"
"2021","TRENTO","EURO 6","7","122.552","12.432","3.209","0","293.039","0","38.530","12.154","2.418","0","484.341"
"2021","TRENTO","NC","0","0","0","0","18.836","0","0","0","0","0","0","18.836"
"2021","TRENTO","ND","0","57","1","2","0","4","0","0","0","0","1","65"
"2021","Totale Provincia","","15","227.292","22.087","4.732","18.836","407.948","0","38.996","12.176","2.811","9","734.902"
"2021","VERONA","EURO 0","9","28.569","2.905","886","0","4.726","0","1","0","12","18","37.126"
"2021","VERONA","EURO 1","0","7.235","666","333","0","1.657","0","0","0","1","0","9.892"
"2021","VERONA","EURO 2","0","23.092","1.457","816","0","9.181","0","0","0","9","0","34.555"
"2021","VERONA","EURO 3","0","22.369","1.375","1.005","0","28.733","0","0","0","91","2","53.575"
"2021","VERONA","EURO 4","1","61.552","18.829","8.580","0","57.479","0","137","0","1.738","0","148.316"
"2021","VERONA","EURO 5","1","31.338","10.226","6.775","0","71.624","0","952","47","1.878","0","122.841"
"2021","VERONA","EURO 6","1","72.171","19.093","5.986","0","95.579","0","14.853","2.666","5.294","0","215.643"
"2021","VERONA","NC","0","0","0","0","2.455","0","0","0","0","0","0","2.455"
"2021","VERONA","ND","0","261","8","0","0","5","0","0","0","0","3","277"
"2021","Totale Provincia","","12","246.587","54.559","24.381","2.455","268.984","0","15.943","2.713","9.023","23","624.680"
"2021","VICENZA","EURO 0","9","27.325","2.462","267","0","3.877","0","0","0","3","1","33.944"
"2021","VICENZA","EURO 1","0","7.602","604","89","0","1.369","0","0","0","1","0","9.665"
"2021","VICENZA","EURO 2","0","25.389","1.426","256","0","8.915","0","0","0","4","0","35.990"
"2021","VICENZA","EURO 3","0","23.918","1.135","289","0","30.596","0","0","0","22","1","55.961"
"2021","VICENZA","EURO 4","0","63.950","14.532","3.021","0","63.112","0","138","0","507","0","145.260"
"2021","VICENZA","EURO 5","0","32.918","7.350","2.663","0","71.173","0","1.073","55","672","0","115.904"
"2021","VICENZA","EURO 6","0","66.364","12.368","2.391","0","81.888","0","17.111","2.034","1.947","0","184.103"
"2021","VICENZA","NC","0","0","0","0","2.268","0","0","0","0","0","0","2.268"
"2021","VICENZA","ND","0","143","7","0","0","4","0","0","0","0","1","155"
"2021","Totale Provincia","","9","247.609","39.884","8.976","2.268","260.934","0","18.322","2.089","3.156","3","583.250"
"2021","BELLUNO","EURO 0","1","6.025","276","25","0","818","0","0","0","2","0","7.147"
"2021","BELLUNO","EURO 1","0","1.588","57","2","0","314","0","0","0","0","0","1.961"
"2021","BELLUNO","EURO 2","0","5.094","147","17","0","1.962","0","0","0","2","0","7.222"
"2021","BELLUNO","EURO 3","0","5.644","121","23","0","6.867","0","0","0","6","0","12.661"
"2021","BELLUNO","EURO 4","1","15.092","1.930","177","0","16.390","0","16","0","32","0","33.638"
"2021","BELLUNO","EURO 5","1","8.740","884","136","0","18.704","0","127","9","42","0","28.643"
"2021","BELLUNO","EURO 6","0","17.129","1.304","146","0","22.537","0","3.086","411","114","0","44.727"
"2021","BELLUNO","NC","0","0","0","0","212","0","0","0","0","0","0","212"
"2021","BELLUNO","ND","0","23","0","0","0","2","0","0","0","0","0","25"
"2021","Totale Provincia","","3","59.335","4.719","526","212","67.594","0","3.229","420","198","0","136.236"
"2021","TREVISO","EURO 0","10","26.353","2.237","287","0","4.485","0","0","0","13","10","33.395"
"2021","TREVISO","EURO 1","0","7.342","520","105","0","1.697","0","0","0","2","0","9.666"
"2021","TREVISO","EURO 2","0","24.802","1.258","315","0","9.253","0","0","0","6","0","35.634"
"2021","TREVISO","EURO 3","0","23.927","1.270","355","0","30.373","0","0","0","25","0","55.950"
"2021","TREVISO","EURO 4","1","65.276","14.881","2.729","0","62.084","0","129","0","450","1","145.551"
"2021","TREVISO","EURO 5","1","35.496","7.766","1.688","0","73.590","0","887","44","697","0","120.169"
"2021","TREVISO","EURO 6","0","74.668","13.266","2.029","0","91.778","0","14.802","2.211","1.687","0","200.441"
"2021","TREVISO","NC","0","0","0","0","1.982","0","0","0","0","0","0","1.982"
"2021","TREVISO","ND","0","144","5","2","0","1","0","0","0","0","0","152"
"2021","Totale Provincia","","12","258.008","41.203","7.510","1.982","273.261","0","15.818","2.255","2.880","11","602.940"
"2021","VENEZIA","EURO 0","2","17.734","2.034","238","0","2.986","0","0","0","20","9","23.023"
"2021","VENEZIA","EURO 1","1","4.696","431","70","0","917","0","0","0","1","0","6.116"
"2021","VENEZIA","EURO 2","0","18.414","1.310","216","0","4.910","0","0","0","8","0","24.858"
"2021","VENEZIA","EURO 3","0","20.112","1.364","310","0","19.941","0","0","0","17","0","41.744"
"2021","VENEZIA","EURO 4","0","58.917","16.358","3.225","0","42.001","0","111","0","408","1","121.021"
"2021","VENEZIA","EURO 5","3","28.927","8.484","2.304","0","54.466","0","687","34","552","0","95.457"
"2021","VENEZIA","EURO 6","0","61.158","14.758","2.060","0","71.946","0","11.787","1.574","1.368","0","164.651"
"2021","VENEZIA","NC","0","0","0","0","1.342","0","0","0","0","0","0","1.342"
"2021","VENEZIA","ND","0","146","4","0","0","1","0","0","0","0","0","151"
"2021","Totale Provincia","","6","210.104","44.743","8.423","1.342","197.168","0","12.585","1.608","2.374","10","478.363"
"2021","PADOVA","EURO 0","5","27.001","3.135","655","0","3.796","0","0","0","10","11","34.613"
"2021","PADOVA","EURO 1","1","7.062","735","206","0","1.275","0","0","0","3","0","9.282"
"2021","PADOVA","EURO 2","1","24.748","1.977","595","0","7.337","0","0","0","7","1","34.666"
"2021","PADOVA","EURO 3","0","24.234","1.841","751","0","26.567","0","0","0","45","0","53.438"
"2021","PADOVA","EURO 4","2","65.602","20.851","5.483","0","52.957","0","173","0","859","0","145.927"
"2021","PADOVA","EURO 5","3","34.659","12.239","4.304","0","67.732","0","956","55","996","0","120.944"
"2021","PADOVA","EURO 6","0","74.225","21.132","4.019","0","91.904","0","16.761","2.349","2.960","0","213.350"
"2021","PADOVA","NC","0","0","0","0","2.039","0","0","0","0","0","0","2.039"
"2021","PADOVA","ND","0","170","13","1","0","4","0","0","0","0","1","189"
"2021","Totale Provincia","","12","257.701","61.923","16.014","2.039","251.572","0","17.890","2.404","4.880","13","614.448"
"2021","ROVIGO","EURO 0","0","6.678","1.224","664","0","1.202","0","0","0","19","2","9.789"
"2021","ROVIGO","EURO 1","0","2.075","312","222","0","543","0","0","0","2","0","3.154"
"2021","ROVIGO","EURO 2","0","6.755","645","726","0","2.844","0","0","0","1","0","10.971"
"2021","ROVIGO","EURO 3","0","5.991","523","766","0","8.866","0","0","0","35","1","16.182"
"2021","ROVIGO","EURO 4","0","14.022","5.389","4.312","0","15.810","0","15","0","610","1","40.159"
"2021","ROVIGO","EURO 5","0","6.209","3.261","3.652","0","16.658","0","127","13","699","0","30.619"
"2021","ROVIGO","EURO 6","0","12.584","5.900","3.297","0","22.597","0","2.469","431","2.033","0","49.311"
"2021","ROVIGO","NC","0","0","0","0","249","0","0","0","0","0","0","249"
"2021","ROVIGO","ND","0","49","2","3","0","1","0","0","0","0","0","55"
"2021","Totale Provincia","","0","54.363","17.256","13.642","249","68.521","0","2.611","444","3.399","4","160.489"
"2021","UDINE","EURO 0","14","20.444","712","48","0","1.869","0","1","0","2","6","23.096"
"2021","UDINE","EURO 1","0","6.120","125","11","0","663","0","0","0","1","0","6.920"
"2021","UDINE","EURO 2","0","20.998","289","51","0","3.496","0","0","0","1","0","24.835"
"2021","UDINE","EURO 3","0","20.566","293","57","0","17.710","0","0","0","2","0","38.628"
"2021","UDINE","EURO 4","0","52.053","4.169","367","0","39.897","0","69","0","32","0","96.587"
"2021","UDINE","EURO 5","1","27.907","1.736","303","0","40.867","0","600","24","57","0","71.495"
"2021","UDINE","EURO 6","0","48.271","2.353","209","0","46.377","0","8.892","843","186","0","107.131"
"2021","UDINE","NC","0","0","0","0","1.169","0","0","0","0","0","0","1.169"
"2021","UDINE","ND","0","113","7","0","0","0","0","0","0","0","0","120"
"2021","Totale Provincia","","15","196.472","9.684","1.046","1.169","150.879","0","9.562","867","281","6","369.981"
"2021","GORIZIA","EURO 0","4","4.985","88","7","0","300","0","1","1","0","1","5.387"
"2021","GORIZIA","EURO 1","0","1.471","27","1","0","128","0","0","0","1","0","1.628"
"2021","GORIZIA","EURO 2","0","5.518","48","3","0","664","0","0","0","0","0","6.233"
"2021","GORIZIA","EURO 3","0","5.764","51","5","0","3.663","0","0","0","1","0","9.484"
"2021","GORIZIA","EURO 4","0","15.978","605","47","0","8.605","0","27","0","4","0","25.266"
"2021","GORIZIA","EURO 5","0","8.410","216","18","0","8.350","0","153","3","2","0","17.152"
"2021","GORIZIA","EURO 6","0","14.209","323","14","0","9.078","0","2.221","149","8","0","26.002"
"2021","GORIZIA","NC","0","0","0","0","214","0","0","0","0","0","0","214"
"2021","GORIZIA","ND","0","35","0","0","0","0","0","0","0","0","0","35"
"2021","Totale Provincia","","4","56.370","1.358","95","214","30.788","0","2.402","153","16","1","91.401"
"2021","TRIESTE","EURO 0","3","8.829","141","8","0","493","0","0","0","0","4","9.478"
"2021","TRIESTE","EURO 1","0","2.414","20","2","0","225","0","0","0","0","0","2.661"
"2021","TRIESTE","EURO 2","0","7.929","65","7","0","942","0","0","0","1","0","8.944"
"2021","TRIESTE","EURO 3","0","7.791","50","8","0","4.598","0","0","0","0","0","12.447"
"2021","TRIESTE","EURO 4","0","22.456","680","40","0","10.686","0","28","0","4","0","33.894"
"2021","TRIESTE","EURO 5","0","12.683","244","28","0","10.056","0","265","11","7","0","23.294"
"2021","TRIESTE","EURO 6","0","21.794","363","25","0","12.311","0","4.115","248","9","0","38.865"
"2021","TRIESTE","NC","0","0","0","0","313","0","0","0","0","0","0","313"
"2021","TRIESTE","ND","0","71","0","0","0","2","0","0","0","0","1","74"
"2021","Totale Provincia","","3","83.967","1.563","118","313","39.313","0","4.408","259","21","5","129.970"
"2021","PORDENONE","EURO 0","6","9.848","549","51","0","1.088","0","1","0","3","6","11.552"
"2021","PORDENONE","EURO 1","0","3.074","141","13","0","501","0","0","0","1","0","3.730"
"2021","PORDENONE","EURO 2","0","11.163","306","60","0","2.847","0","0","0","7","0","14.383"
"2021","PORDENONE","EURO 3","0","10.932","295","64","0","11.725","0","0","0","10","0","23.026"
"2021","PORDENONE","EURO 4","0","26.893","3.737","544","0","25.145","0","52","0","76","0","56.447"
"2021","PORDENONE","EURO 5","0","13.858","1.908","418","0","25.782","0","311","15","136","0","42.428"
"2021","PORDENONE","EURO 6","0","24.892","2.714","362","0","30.947","0","5.136","590","362","0","65.003"
"2021","PORDENONE","NC","0","0","0","0","523","0","0","0","0","0","0","523"
"2021","PORDENONE","ND","0","70","2","0","0","1","0","0","0","0","1","74"
"2021","Totale Provincia","","6","100.730","9.652","1.512","523","98.036","0","5.500","605","595","7","217.166"
"2021","IMPERIA","EURO 0","3","10.864","205","22","0","1.144","0","0","0","0","0","12.238"
"2021","IMPERIA","EURO 1","0","2.538","47","3","0","411","0","0","0","0","0","2.999"
"2021","IMPERIA","EURO 2","0","7.606","101","6","0","2.012","0","0","0","0","0","9.725"
"2021","IMPERIA","EURO 3","0","8.231","110","11","0","6.555","0","0","0","1","0","14.908"
"2021","IMPERIA","EURO 4","0","17.719","1.093","40","0","13.739","0","6","0","2","0","32.599"
"2021","IMPERIA","EURO 5","0","8.905","544","33","0","12.168","0","113","4","8","0","21.775"
"2021","IMPERIA","EURO 6","1","16.524","737","25","0","12.628","0","3.067","161","18","0","33.161"
"2021","IMPERIA","NC","0","0","0","0","186","0","0","0","0","0","0","186"
"2021","IMPERIA","ND","0","45","1","0","0","1","0","0","0","0","0","47"
"2021","Totale Provincia","","4","72.432","2.838","140","186","48.658","0","3.186","165","29","0","127.638"
"2021","SAVONA","EURO 0","0","12.183","331","81","0","1.468","0","0","0","4","0","14.067"
"2021","SAVONA","EURO 1","0","2.502","78","25","0","525","0","0","0","1","0","3.131"
"2021","SAVONA","EURO 2","0","7.739","175","43","0","2.722","0","0","0","1","0","10.680"
"2021","SAVONA","EURO 3","0","8.990","149","24","0","8.702","0","0","0","4","1","17.870"
"2021","SAVONA","EURO 4","0","20.914","1.986","352","0","18.606","0","13","0","31","0","41.902"
"2021","SAVONA","EURO 5","0","11.216","1.334","342","0","17.168","0","106","9","43","0","30.218"
"2021","SAVONA","EURO 6","1","23.253","2.366","233","0","20.348","0","4.137","356","135","0","50.829"
"2021","SAVONA","NC","0","0","0","0","283","0","0","0","0","0","0","283"
"2021","SAVONA","ND","0","32","1","0","0","0","0","0","0","0","1","34"
"2021","Totale Provincia","","1","86.829","6.420","1.100","283","69.539","0","4.256","365","219","2","169.014"
"2021","GENOVA","EURO 0","7","26.690","956","178","0","4.101","0","0","0","4","4","31.940"
"2021","GENOVA","EURO 1","0","6.841","265","65","0","1.083","0","0","0","2","0","8.256"
"2021","GENOVA","EURO 2","0","18.434","500","85","0","4.496","0","0","0","2","0","23.517"
"2021","GENOVA","EURO 3","0","20.552","377","91","0","15.981","0","0","0","5","1","37.007"
"2021","GENOVA","EURO 4","0","56.604","4.018","1.040","0","39.597","0","25","0","44","0","101.328"
"2021","GENOVA","EURO 5","0","34.535","2.435","925","0","41.482","0","354","10","124","0","79.865"
"2021","GENOVA","EURO 6","0","66.031","4.606","725","0","49.487","0","13.974","898","293","0","136.014"
"2021","GENOVA","NC","0","0","0","0","863","0","0","0","0","0","0","863"
"2021","GENOVA","ND","0","38","0","0","0","1","0","0","0","0","1","40"
"2021","Totale Provincia","","7","229.725","13.157","3.109","863","156.228","0","14.353","908","474","6","418.830"
"2021","LA SPEZIA","EURO 0","0","6.539","366","87","0","1.106","0","0","0","2","2","8.102"
"2021","LA SPEZIA","EURO 1","0","1.388","83","18","0","290","0","0","0","1","0","1.780"
"2021","LA SPEZIA","EURO 2","0","4.352","176","68","0","1.231","0","0","0","3","0","5.830"
"2021","LA SPEZIA","EURO 3","0","6.240","169","79","0","4.644","0","0","0","3","1","11.136"
"2021","LA SPEZIA","EURO 4","0","14.796","1.960","813","0","11.398","0","8","0","51","1","29.027"
"2021","LA SPEZIA","EURO 5","0","9.430","2.015","1.085","0","12.679","0","92","9","128","0","25.438"
"2021","LA SPEZIA","EURO 6","0","19.582","4.471","906","0","17.713","0","3.125","332","518","0","46.647"
"2021","LA SPEZIA","NC","0","0","0","0","302","0","0","0","0","0","0","302"
"2021","LA SPEZIA","ND","0","72","1","0","0","1","0","0","0","0","0","74"
"2021","Totale Provincia","","0","62.399","9.241","3.056","302","49.062","0","3.225","341","706","4","128.336"
"2021","PIACENZA","EURO 0","5","11.416","1.018","454","0","1.860","0","0","0","4","0","14.757"
"2021","PIACENZA","EURO 1","0","2.322","254","88","0","587","0","0","0","3","0","3.254"
"2021","PIACENZA","EURO 2","0","6.805","618","217","0","3.078","0","0","0","3","0","10.721"
"2021","PIACENZA","EURO 3","0","6.679","491","181","0","8.859","0","0","0","5","0","16.215"
"2021","PIACENZA","EURO 4","0","18.208","4.939","2.074","0","17.087","0","26","0","176","2","42.512"
"2021","PIACENZA","EURO 5","0","10.484","3.353","1.763","0","20.646","0","218","10","241","0","36.715"
"2021","PIACENZA","EURO 6","1","22.571","6.771","1.440","0","27.446","0","4.184","579","636","0","63.628"
"2021","PIACENZA","NC","0","0","0","0","386","0","0","0","0","0","0","386"
"2021","PIACENZA","ND","0","97","0","1","0","2","0","0","0","0","0","100"
"2021","Totale Provincia","","6","78.582","17.444","6.218","386","79.565","0","4.428","589","1.068","2","188.288"
"2021","PARMA","EURO 0","20","15.362","1.232","1.830","0","2.832","0","0","0","14","1","21.291"
"2021","PARMA","EURO 1","1","3.562","314","380","0","921","0","0","0","3","0","5.181"
"2021","PARMA","EURO 2","0","10.355","716","890","0","4.443","0","0","0","1","0","16.405"
"2021","PARMA","EURO 3","0","10.119","645","915","0","12.244","0","0","0","40","0","23.963"
"2021","PARMA","EURO 4","0","26.232","7.043","6.723","0","23.573","0","52","0","706","0","64.329"
"2021","PARMA","EURO 5","0","14.551","5.612","6.301","0","30.241","0","412","33","874","0","58.024"
"2021","PARMA","EURO 6","0","33.662","12.862","6.130","0","44.585","0","7.173","1.013","2.738","0","108.163"
"2021","PARMA","NC","0","0","0","0","723","0","0","0","0","0","0","723"
"2021","PARMA","ND","0","47","4","2","0","0","0","0","0","0","1","54"
"2021","Totale Provincia","","21","113.890","28.428","23.171","723","118.839","0","7.637","1.046","4.376","2","298.133"
"2021","REGGIO EMILIA","EURO 0","14","15.571","2.058","728","0","2.761","0","0","1","16","1","21.150"
"2021","REGGIO EMILIA","EURO 1","0","3.707","500","145","0","798","0","0","0","1","0","5.151"
"2021","REGGIO EMILIA","EURO 2","0","12.301","1.304","518","0","3.973","0","0","0","5","0","18.101"
"2021","REGGIO EMILIA","EURO 3","0","13.524","1.431","1.034","0","13.894","0","0","0","45","0","29.928"
"2021","REGGIO EMILIA","EURO 4","0","33.170","13.291","7.421","0","28.218","0","69","0","643","0","82.812"
"2021","REGGIO EMILIA","EURO 5","0","17.316","8.692","5.196","0","37.636","0","515","28","743","0","70.126"
"2021","REGGIO EMILIA","EURO 6","1","39.684","14.853","3.980","0","53.793","0","8.981","1.106","1.720","0","124.118"
"2021","REGGIO EMILIA","NC","0","0","0","0","1.149","0","0","0","0","0","0","1.149"
"2021","REGGIO EMILIA","ND","0","71","7","2","0","4","0","0","0","0","1","85"
"2021","Totale Provincia","","15","135.344","42.136","19.024","1.149","141.077","0","9.565","1.135","3.173","2","352.620"
"2021","MODENA","EURO 0","4","25.589","2.464","717","0","5.180","0","0","0","23","6","33.983"
"2021","MODENA","EURO 1","0","5.674","558","185","0","1.250","0","0","0","5","0","7.672"
